,batch_size,train_size,dev_size,learning_rate,dropout_rate,normalizer_before_class,use_lr_scheduler,wt_f1,train_loss,eval_train_loss,eval_dev_loss
0,8,94,27,5e-05,0.3,False,False,"0    0.000000
1    0.000000
2    0.000000
3    0.120114
4    0.182933
5    0.206854
6    0.447880
7    0.467520
Name: wt_f1, dtype: float64","[7044.998046875, 5034.39599609375, 3785.470703125, 2238.598388671875, 1685.7393798828125, 1224.7908935546875, 1581.5880126953125, 1358.522216796875, 1127.749267578125, 1534.4830322265625, 1395.1943359375, 764.6920166015625, 1043.171630859375, 962.7611083984375, 1075.784912109375, 1248.7091064453125, 1631.24609375, 1175.064697265625, 1435.7486572265625, 1278.9915771484375, 1037.2613525390625, 1456.8392333984375, 1269.2940673828125, 715.1033325195312, 930.0433349609375, 856.8935546875, 927.3126831054688, 1050.750244140625, 1414.915283203125, 883.1196899414062, 1336.37841796875, 1071.92626953125, 928.6163940429688, 1283.6412353515625, 1106.8203125, 605.3313598632812, 773.861083984375, 692.0116577148438, 781.0534057617188, 921.7044067382812, 1198.23193359375, 734.8668212890625, 1086.8927001953125, 986.8521728515625, 856.4471435546875, 1172.533203125, 944.6007690429688, 518.2987670898438, 619.832275390625, 566.995849609375, 668.8805541992188, 803.1021728515625, 1044.58984375, 622.29296875, 925.5985717773438, 812.5255126953125, 759.0675048828125, 880.7508544921875, 767.544677734375, 416.5303649902344, 551.4983520507812, 525.5648803710938, 518.5306396484375, 768.9880981445312, 941.4649658203125, 583.1449584960938, 794.843994140625, 722.5035400390625, 587.6546020507812, 789.4420166015625, 744.7184448242188, 367.57073974609375, 443.431396484375, 437.59649658203125, 498.61041259765625, 583.9323120117188, 809.7702026367188, 529.6854248046875, 645.5609741210938, 565.8035888671875, 537.4312133789062, 786.902587890625, 642.0272827148438, 312.4393005371094, 401.6912841796875, 342.76220703125, 385.56256103515625, 523.5465698242188, 700.7725219726562, 458.9033203125, 507.1845703125, 434.0699462890625, 451.0238037109375, 649.8837280273438, 535.7776489257812, 256.5671691894531]","[1089.7615966796875, 975.7122802734375, 1116.3582763671875, 1312.04150390625, 1819.9288330078125, 1220.56591796875, 1596.672607421875, 1409.1884765625, 1130.2335205078125, 1664.223876953125, 1461.031494140625, 773.7611083984375, 888.1552734375, 801.4152221679688, 923.7747802734375, 1086.413330078125, 1500.9150390625, 982.7598876953125, 1323.2147216796875, 1158.764892578125, 953.8064575195312, 1355.19775390625, 1224.154541015625, 644.3760375976562, 676.9867553710938, 624.5267944335938, 721.1981811523438, 881.084716796875, 1202.7667236328125, 739.5331420898438, 1056.421630859375, 947.7337646484375, 832.442626953125, 1075.45751953125, 976.14111328125, 526.7952270507812, 560.9842529296875, 498.09832763671875, 602.0047607421875, 787.984130859375, 1020.3687133789062, 590.0223999023438, 871.1632080078125, 849.175537109375, 762.1058349609375, 904.7445068359375, 819.666015625, 456.49664306640625, 455.90948486328125, 490.4450988769531, 508.5760803222656, 684.4905395507812, 865.842529296875, 533.6731567382812, 699.3590698242188, 649.0227661132812, 635.6813354492188, 778.378173828125, 678.4774169921875, 368.47900390625, 382.98956298828125, 408.8549499511719, 424.8814697265625, 604.3602905273438, 759.1572875976562, 472.318359375, 588.6844482421875, 576.908935546875, 572.3209228515625, 758.80517578125, 596.5882568359375, 321.99688720703125, 312.91632080078125, 299.9923400878906, 312.2486572265625, 482.7487487792969, 615.080322265625, 394.3898620605469, 462.9430236816406, 452.09765625, 489.87158203125, 659.167724609375, 509.3551330566406, 286.9859619140625, 258.5336608886719, 245.7275848388672, 273.92193603515625, 409.1027526855469, 546.1492309570312, 331.1117858886719, 397.9469299316406, 364.9698791503906, 400.7451171875, 608.2166748046875, 453.7160339355469, 222.27749633789062]","[2543.954833984375, 1569.318115234375, 1299.8194580078125, 582.7645263671875, 2094.72412109375, 1318.00830078125, 1078.4093017578125, 485.49560546875, 1688.6619873046875, 1093.7032470703125, 894.7113037109375, 405.3142395019531, 1515.2235107421875, 1011.7230224609375, 810.6280517578125, 322.71978759765625, 1390.3956298828125, 861.6434326171875, 696.3807373046875, 222.42337036132812, 1293.6865234375, 792.7286376953125, 615.6387939453125, 190.46568298339844, 1130.525634765625, 754.0799560546875, 531.649169921875, 162.95513916015625, 1116.5496826171875, 677.79052734375, 503.24066162109375, 150.89308166503906]"
1,8,94,27,0.0001,0.4,False,False,"0    0.000000
1    0.000000
2    0.000000
3    0.000000
4    0.000000
5    0.000000
6    0.080173
7    0.135241
Name: wt_f1, dtype: float64","[7056.17724609375, 3473.40771484375, 1894.94921875, 1304.94677734375, 1814.66943359375, 1220.6015625, 1578.404541015625, 1471.8076171875, 1157.3900146484375, 1656.158447265625, 1418.743408203125, 809.7221069335938, 1127.40380859375, 1018.6051025390625, 1116.7769775390625, 1319.205078125, 1818.4915771484375, 1215.603759765625, 1529.668212890625, 1383.145751953125, 1194.686279296875, 1560.2978515625, 1411.680419921875, 775.3131103515625, 1069.743896484375, 997.2382202148438, 1098.519775390625, 1278.595458984375, 1761.885986328125, 1194.9315185546875, 1508.728271484375, 1380.2640380859375, 1130.55810546875, 1538.212890625, 1380.298828125, 758.7406005859375, 1059.1490478515625, 969.5296020507812, 1079.2371826171875, 1218.44091796875, 1653.1021728515625, 1116.8349609375, 1419.676025390625, 1260.87841796875, 1042.224365234375, 1383.04345703125, 1250.224609375, 685.7840576171875, 915.3109130859375, 865.246826171875, 943.9786987304688, 1091.2005615234375, 1531.0223388671875, 930.2966918945312, 1324.035888671875, 1179.769287109375, 1027.58447265625, 1263.390380859375, 1192.3177490234375, 655.5458374023438, 892.6980590820312, 792.9520874023438, 868.0662231445312, 988.8465576171875, 1456.0771484375, 844.3945922851562, 1211.3046875, 1070.8314208984375, 910.5634765625, 1295.602783203125, 1157.4619140625, 615.435791015625, 769.7293701171875, 700.9851684570312, 772.0647583007812, 919.9801635742188, 1345.0301513671875, 761.5914306640625, 1129.295654296875, 1016.6769409179688, 877.1517333984375, 1225.4075927734375, 1022.9317626953125, 589.845458984375, 722.3192749023438, 634.738525390625, 713.287841796875, 838.4647827148438, 1145.136474609375, 679.7266235351562, 978.8167724609375, 896.6154174804688, 789.496337890625, 962.50732421875, 883.1478271484375, 463.2319030761719]","[1041.9423828125, 939.7547607421875, 1067.45166015625, 1233.058349609375, 1683.484130859375, 1156.37890625, 1488.9503173828125, 1313.7513427734375, 1073.197265625, 1529.809814453125, 1383.050048828125, 741.891845703125, 1122.876708984375, 1041.0712890625, 1176.6265869140625, 1366.037353515625, 1943.81640625, 1280.9466552734375, 1685.94189453125, 1478.2340087890625, 1187.9632568359375, 1743.5, 1540.4737548828125, 808.359375, 1051.998291015625, 964.6446533203125, 1081.907470703125, 1275.0570068359375, 1783.5272216796875, 1183.45849609375, 1548.6693115234375, 1367.9244384765625, 1103.5184326171875, 1608.1890869140625, 1418.6085205078125, 750.5394287109375, 816.6861572265625, 754.3890991210938, 831.1282348632812, 989.4016723632812, 1398.4459228515625, 876.364990234375, 1216.6192626953125, 1080.5872802734375, 894.3944702148438, 1220.85400390625, 1134.6397705078125, 607.5082397460938, 875.499267578125, 780.6195068359375, 910.8653564453125, 1072.1502685546875, 1544.66064453125, 961.582763671875, 1345.507568359375, 1165.78955078125, 937.779052734375, 1371.4766845703125, 1224.2496337890625, 629.452880859375, 714.2381591796875, 620.6771850585938, 748.5034790039062, 880.768310546875, 1282.4700927734375, 732.16259765625, 1111.78125, 1000.2200317382812, 812.9771118164062, 1161.321044921875, 996.574951171875, 533.04150390625, 605.7041015625, 529.5507202148438, 630.7044067382812, 780.0379028320312, 1058.712890625, 616.5816040039062, 926.634033203125, 900.9976806640625, 814.033447265625, 962.6201171875, 893.9094848632812, 489.3804626464844, 576.9682006835938, 496.2774353027344, 555.6588745117188, 765.5986938476562, 1018.16748046875, 615.7319946289062, 894.945068359375, 913.6431274414062, 888.4426879882812, 1008.7693481445312, 860.0211181640625, 434.0399169921875]","[2304.876953125, 1492.94580078125, 1224.2994384765625, 546.8819580078125, 2684.490234375, 1655.3118896484375, 1370.21484375, 604.6549682617188, 2453.81201171875, 1517.2969970703125, 1260.720458984375, 574.9693603515625, 1886.106689453125, 1206.5699462890625, 981.6495361328125, 459.0687255859375, 2149.25341796875, 1336.62255859375, 1080.2147216796875, 490.60626220703125, 1788.4481201171875, 1125.5281982421875, 910.9319458007812, 422.7408447265625, 1588.003173828125, 1020.4104614257812, 853.0408325195312, 359.2620849609375, 1817.8302001953125, 1050.3935546875, 892.4652099609375, 332.6846923828125]"
2,8,94,27,4e-05,0.2,False,False,"0    0.000000
1    0.000000
2    0.244515
3    0.425692
4    0.492619
5    0.510865
6    0.523398
7    0.534447
Name: wt_f1, dtype: float64","[7838.7900390625, 6047.8447265625, 4976.55859375, 3462.1259765625, 2742.05712890625, 1362.6536865234375, 1467.048583984375, 1380.56005859375, 1172.40966796875, 1658.521240234375, 1360.8037109375, 720.7849731445312, 925.3643798828125, 887.715576171875, 948.9305419921875, 1075.4444580078125, 1378.4249267578125, 868.3610229492188, 1137.4283447265625, 1038.064453125, 914.0940551757812, 1100.8681640625, 1012.2263793945312, 563.9989013671875, 699.3902587890625, 615.221435546875, 688.4153442382812, 787.4578857421875, 1115.3402099609375, 646.5805053710938, 890.96533203125, 866.5818481445312, 758.0925903320312, 865.6162109375, 795.5042114257812, 431.9230651855469, 504.88134765625, 544.996826171875, 552.8065185546875, 677.74609375, 950.2861938476562, 527.8604125976562, 696.4840698242188, 648.5829467773438, 563.2845458984375, 707.1849975585938, 626.875732421875, 330.7649841308594, 355.28399658203125, 404.7303161621094, 430.07647705078125, 500.6576232910156, 677.212890625, 386.3667297363281, 522.40283203125, 457.9569396972656, 430.2151184082031, 632.0565185546875, 482.3406066894531, 259.15838623046875, 273.7406921386719, 328.90399169921875, 324.2181701660156, 371.92333984375, 562.8943481445312, 380.56878662109375, 423.19390869140625, 369.80926513671875, 385.9188537597656, 612.8366088867188, 461.58270263671875, 201.2958984375, 249.6820068359375, 243.39523315429688, 252.7542266845703, 376.2500915527344, 520.3610229492188, 287.03656005859375, 381.4081726074219, 296.9093017578125, 340.0073547363281, 534.3348388671875, 391.28802490234375, 184.9719696044922, 203.51181030273438, 193.57852172851562, 240.1474609375, 311.7205810546875, 494.0651550292969, 258.586669921875, 321.95172119140625, 293.6079406738281, 294.94305419921875, 460.6717529296875, 358.8276062011719, 147.46253967285156]","[852.7840576171875, 782.74365234375, 885.7207641601562, 1058.000244140625, 1424.7100830078125, 937.5438232421875, 1212.3792724609375, 1097.9619140625, 934.99267578125, 1294.3236083984375, 1147.0474853515625, 641.0372314453125, 629.1141967773438, 596.7180786132812, 686.0538940429688, 797.5823974609375, 1160.3330078125, 686.3375854492188, 950.2369995117188, 905.204833984375, 798.260498046875, 1019.65234375, 903.0236206054688, 518.6390380859375, 454.80145263671875, 530.1387939453125, 556.2909545898438, 638.724609375, 991.918212890625, 555.1611328125, 737.2379760742188, 684.7114868164062, 632.60693359375, 753.3787231445312, 712.1355590820312, 391.9451904296875, 298.6748352050781, 377.4157409667969, 382.67486572265625, 466.3375244140625, 698.02490234375, 383.7029724121094, 536.674072265625, 470.40411376953125, 473.6316223144531, 620.425537109375, 537.401123046875, 276.4470520019531, 218.02284240722656, 280.4473876953125, 262.9999694824219, 338.7381286621094, 548.39111328125, 291.59796142578125, 395.892822265625, 320.89154052734375, 385.6915283203125, 550.6300659179688, 427.26202392578125, 211.0128936767578, 269.79541015625, 237.29876708984375, 259.31500244140625, 359.60089111328125, 518.5237426757812, 267.0068054199219, 412.8543701171875, 353.3524169921875, 430.6462707519531, 612.5813598632812, 437.56011962890625, 225.3350067138672, 165.44888305664062, 158.03042602539062, 191.3155517578125, 264.8315124511719, 435.84619140625, 218.2297821044922, 284.24847412109375, 264.824951171875, 327.14593505859375, 450.26898193359375, 359.32666015625, 150.7184600830078, 148.9254608154297, 129.42515563964844, 174.1417236328125, 230.03262329101562, 400.3945617675781, 202.65550231933594, 277.3631591796875, 226.19192504882812, 307.9184875488281, 401.1914978027344, 349.4875793457031, 118.93524169921875]","[1955.6837158203125, 1252.5166015625, 1021.5835571289062, 478.30548095703125, 1599.96533203125, 1027.4163818359375, 830.5851440429688, 382.9347839355469, 1348.773193359375, 840.4375610351562, 692.2166748046875, 279.4859924316406, 1084.381103515625, 661.645263671875, 528.1349487304688, 202.594970703125, 1122.734130859375, 623.6478271484375, 505.7423095703125, 126.92454528808594, 1117.51806640625, 697.7462768554688, 539.0701293945312, 109.628662109375, 1153.828857421875, 589.9854736328125, 500.78143310546875, 113.67778015136719, 1239.4510498046875, 634.207275390625, 524.9940795898438, 84.95893096923828]"
3,8,94,27,7e-06,0.6,False,False,"0    0.029080
1    0.001886
2    0.000000
3    0.000000
4    0.000000
5    0.000000
6    0.000000
7    0.000000
Name: wt_f1, dtype: float64","[8040.857421875, 7577.18505859375, 7449.61865234375, 6999.57275390625, 6760.02001953125, 6527.47802734375, 5839.77001953125, 5652.50146484375, 5124.908203125, 5408.912109375, 4533.20703125, 3456.307373046875, 4244.37255859375, 3983.259765625, 4046.344482421875, 3862.623779296875, 3471.368408203125, 3587.94189453125, 3095.02880859375, 2903.101806640625, 2620.998291015625, 2998.826904296875, 2561.592529296875, 1721.201416015625, 2327.943603515625, 2064.8984375, 2295.12353515625, 2117.02001953125, 2249.27197265625, 2026.6051025390625, 1968.2552490234375, 1659.5914306640625, 1422.931640625, 2018.35205078125, 1558.2286376953125, 966.2310791015625, 1388.1650390625, 1213.0374755859375, 1429.5887451171875, 1438.0137939453125, 1872.8385009765625, 1472.1685791015625, 1646.837646484375, 1503.074951171875, 1254.04345703125, 1813.1864013671875, 1544.45703125, 955.176513671875, 1223.00830078125, 1147.406494140625, 1262.8995361328125, 1394.32080078125, 1847.31396484375, 1432.3812255859375, 1638.0087890625, 1457.302734375, 1183.85791015625, 1730.201904296875, 1450.435546875, 846.318603515625, 1193.0711669921875, 1104.9208984375, 1215.7568359375, 1404.85595703125, 1880.69189453125, 1296.009521484375, 1614.2069091796875, 1441.880615234375, 1199.9248046875, 1747.523193359375, 1506.471435546875, 819.3148193359375, 1151.869140625, 1068.1348876953125, 1201.517822265625, 1335.8267822265625, 1819.8294677734375, 1298.2513427734375, 1631.21044921875, 1437.38232421875, 1198.60791015625, 1719.39013671875, 1460.37890625, 870.4563598632812, 1141.902099609375, 1049.5767822265625, 1183.3197021484375, 1387.18994140625, 1807.4306640625, 1316.29345703125, 1619.7864990234375, 1419.5863037109375, 1162.6986083984375, 1750.683349609375, 1478.29736328125, 824.1328735351562]","[6154.65771484375, 6079.0947265625, 6037.873046875, 6173.46728515625, 6130.32373046875, 6123.94921875, 6194.57958984375, 6081.044921875, 6118.81884765625, 6109.87841796875, 6153.1123046875, 4539.9228515625, 4765.5224609375, 4633.6181640625, 4600.88134765625, 4726.81689453125, 4675.4560546875, 4717.578125, 4846.29931640625, 4608.03759765625, 4653.26171875, 4632.27001953125, 4679.18359375, 3393.802978515625, 3437.592041015625, 3211.04150390625, 3267.46240234375, 3400.064453125, 3387.19091796875, 3406.96826171875, 3626.925048828125, 3248.65576171875, 3300.916259765625, 3277.561767578125, 3314.258056640625, 2326.97412109375, 2612.07421875, 2324.948974609375, 2458.106689453125, 2616.0712890625, 2665.838623046875, 2604.272705078125, 2887.37158203125, 2460.090087890625, 2500.614013671875, 2498.78173828125, 2519.90771484375, 1714.074951171875, 2311.284423828125, 2011.6619873046875, 2177.045166015625, 2338.48583984375, 2423.1982421875, 2314.069091796875, 2611.72802734375, 2191.974609375, 2221.199951171875, 2241.54345703125, 2250.7548828125, 1511.379638671875, 2137.020263671875, 1832.224853515625, 2009.3712158203125, 2181.218505859375, 2289.623046875, 2144.165283203125, 2455.988037109375, 2040.9552001953125, 2063.934814453125, 2091.0966796875, 2104.33349609375, 1394.6170654296875, 2007.9908447265625, 1702.38525390625, 1883.53125, 2066.522216796875, 2193.54052734375, 2018.6962890625, 2344.32080078125, 1931.8389892578125, 1950.058837890625, 1978.8194580078125, 2001.54736328125, 1309.003173828125, 1922.344970703125, 1617.6978759765625, 1800.240966796875, 1990.5308837890625, 2131.416259765625, 1932.7322998046875, 2268.732177734375, 1860.6531982421875, 1876.49169921875, 1906.38232421875, 1935.366943359375, 1253.9188232421875]","[6250.1943359375, 6133.4072265625, 6116.6083984375, 2298.0595703125, 4906.98779296875, 4664.89404296875, 4648.16748046875, 1764.484130859375, 3721.5537109375, 3296.58544921875, 3232.9521484375, 1287.202392578125, 3063.750244140625, 2512.25146484375, 2409.69482421875, 1011.6537475585938, 2839.548095703125, 2251.69873046875, 2133.741455078125, 915.5972900390625, 2718.4794921875, 2107.8984375, 1978.97314453125, 863.0555419921875, 2633.084716796875, 2005.68505859375, 1869.78662109375, 825.7869873046875, 2578.0791015625, 1940.25634765625, 1798.062255859375, 801.4544677734375]"
4,8,94,27,0.0002,0.06,False,False,"0    0.000000
1    0.000000
2    0.182566
3    0.283065
4    0.373035
5    0.475056
6    0.459938
7    0.480876
